Pathway	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Lysine degradation	3.97543012997742e-05	5.61755982762297e-05	9.33028276899167e-05	6.42671084326647e-05	6.76558455697958e-05	8.52609163154062e-05	7.19235268006177e-05	3.50685968735953e-05	7.73307124909947e-05	8.84782978759845e-05	5.03361532805178e-05	6.87335296403455e-05	5.4082993675327e-05	6.41984759814476e-05	7.66497851379535e-05	0.000100400627759314	9.08617849201486e-05	5.76570820188609e-05	8.68549027949536e-05	6.04734507956404e-05	5.87682955559716e-05	5.25432797058982e-05	0.000110007996566435	0.000162660106055085	0.000112592100865784	8.769958328377e-05	0.000104194917192958	0.000151178472793747	8.73961777523468e-05	9.70742916060599e-05	7.72032728903979e-05	0.000109565194144924	0.000122242277590636	5.85872691022782e-05	6.45542822624942e-05	0.000138964586678952	7.74430773126638e-05	6.69212226359865e-05	0.000113244864048949	8.18393042239542e-05	9.16725253524094e-05	0.000102491889659049	0.000185727376148363	7.12566648977757e-05	6.72604401352906e-05	0.000114694247218199	7.46634535404016e-05	5.63755359211196e-05	8.75277163277335e-05	8.81109990747518e-05	8.66234411847949e-05
Tyrosine metabolism	5.21202253678769e-05	5.75055602856739e-05	6.59254999553566e-05	4.40657201080704e-05	4.81031410784379e-05	6.73119962938386e-05	6.89790266730726e-05	5.01098671503824e-05	4.76188786239015e-05	5.88557572473385e-05	5.03006971266588e-05	4.07586900497252e-05	3.85075202446586e-05	3.43546575962173e-05	5.18018608791532e-05	5.8441297140565e-05	6.79577988010061e-05	6.87488000406493e-05	8.60676450663815e-05	6.87578444834822e-05	8.13529340535347e-05	7.30363309329504e-05	5.35819796762328e-05	0.000119711019058257	6.86520323389928e-05	9.0325938872153e-05	8.34310225358214e-05	0.000183620965794532	0.00012344877727086	7.78470279509721e-05	8.98020261576215e-05	8.09681940393559e-05	9.67107576323181e-05	8.66906736383809e-05	7.91400164966885e-05	0.000137105272973401	7.39465055707219e-05	0.000101217450865751	7.75294646727882e-05	5.71695753082454e-05	0.000117538061548209	7.07896005262696e-05	0.000123322484588454	5.9836591691996e-05	8.38382376807032e-05	5.96424384239864e-05	8.30370993137365e-05	7.74093854594196e-05	8.93802799269468e-05	7.81225093635661e-05	8.46526200445085e-05
beta-Alanine metabolism	5.59544405552522e-05	7.23808735165414e-05	8.20592496382786e-05	5.68283352496863e-05	6.27816667738353e-05	6.69825564696644e-05	7.25540204181411e-05	5.22466768975755e-05	6.0725390815046e-05	5.92879617825398e-05	5.19058322750716e-05	6.59598516937563e-05	4.74921960125293e-05	4.37799993006755e-05	8.4912656402467e-05	6.75536136406021e-05	6.78534768505832e-05	7.8263248616384e-05	9.03496906003469e-05	8.7231147709046e-05	8.03976241139139e-05	9.30089175618728e-05	6.318238464992e-05	0.000103217564907963	0.000140162706702488	0.000111367416492878	0.000139912109157717	0.00015250591835103	9.57364533522237e-05	0.000119102956529485	0.000126544351638468	0.000114891326081616	0.000114974157460724	0.00012738309025142	0.000123323411328267	0.000131279488210966	9.70938287647731e-05	0.000124524132306722	9.43378284643201e-05	0.000104405606738102	0.000145275429110136	9.50281136574504e-05	0.000134116395376834	8.26526625404035e-05	0.000108518584071338	8.37565662889271e-05	0.000123218933922314	0.000128626639232943	0.000119070095365274	0.000131472974726282	0.0001093498090782
Styrene degradation	4.38028088984332e-06	4.49116881911586e-06	7.50831919628392e-06	4.7897074491739e-06	3.52204600412354e-06	6.62743085656778e-06	6.7765054498662e-06	4.52441533490362e-06	3.61156802500056e-06	4.95489368117643e-06	3.49820339996052e-06	3.67498140659255e-06	2.61429751209161e-06	1.71000832438624e-06	4.73255548551122e-06	5.88771094717866e-06	7.03596844542051e-06	5.43533513621197e-06	7.83040485297604e-06	8.58879076734292e-06	6.19411955411951e-06	5.77065910216022e-06	4.28890591863816e-06	1.7104803177055e-05	1.21658390207089e-05	9.90395949089687e-06	9.46957486569557e-06	1.62240248213762e-05	1.10951530982749e-05	1.08533141168623e-05	5.34943890470438e-06	1.22199694723325e-05	1.52823416820068e-05	4.37995294766285e-06	4.56614586415419e-06	1.32940064548254e-05	9.19497850495647e-06	4.66822885709267e-06	9.35777020477219e-06	1.1569960043057e-05	8.81610300568191e-06	1.37102056438722e-05	1.12868827597647e-05	1.17458254907576e-05	8.05020667730974e-06	1.35151772007995e-05	9.62003315767097e-06	5.26171116453784e-06	9.39542971567205e-06	8.31847706769496e-06	6.85445677909611e-06
Valine, leucine and isoleucine biosynthesis	0.00022374836016192	0.000241064222677441	0.000213501122303011	0.000143323587482003	0.000140695314955059	0.000204910163546331	0.000250023731955757	0.000227663602787503	0.000158102489789918	0.000189388322299769	0.000187632771222312	0.000180919384972434	0.000136361452838352	0.000101600870360833	0.00020661116934323	0.000205358919625478	0.000235176113184988	0.000259005507799108	0.000297194560258014	0.000253522627140051	0.000286690090669975	0.00030945584657475	0.000204979643606759	0.000356101043221803	0.000442976097965859	0.000426492280571241	0.000421075273298398	0.000592377594490555	0.000527090336545727	0.000379331413038197	0.000444256970268891	0.000373820366511132	0.000414277388488075	0.00043288231871516	0.000438184712667461	0.000343307901282142	0.000348755085599148	0.000443970501846875	0.000320432490698735	0.000304489930058733	0.000676320048331612	0.000312621079725602	0.000425757905978029	0.00033318241809695	0.000396756882998126	0.000269870627526025	0.000439555234782265	0.000415614948793948	0.000398339190902729	0.00047085308493089	0.00050605696994875
Nicotinate and nicotinamide metabolism	0.000403933081011572	0.000455617645878237	0.000460127848332169	0.000340324971061185	0.00040060214584363	0.000494053437396667	0.000513457922294299	0.00040598842802491	0.00039859520753735	0.000410027845975476	0.000400873607794176	0.000386606719608188	0.000323801448632647	0.000305309143185535	0.000429267168946527	0.000457649574698309	0.000454807962825012	0.000477542880581494	0.000528980539222358	0.000469373214197782	0.000591109305318767	0.000511781160278317	0.000415463158548281	0.000724854171990814	0.000697898669899399	0.000632874669386202	0.000794711248166567	0.000918874477279716	0.00083125282437415	0.000701174384695759	0.000764307223683074	0.000685411439928419	0.000749513947385214	0.000793460065487204	0.000763455249224974	0.000671113554220828	0.000623313748882982	0.00087110522964489	0.000617307991393747	0.000603538815566851	0.00083227642340215	0.000642265253224485	0.000809148206395784	0.000559236117889165	0.000733276342282556	0.000577998311326125	0.000745386742454257	0.000732294291473115	0.000759938956694904	0.00082745902880997	0.0006874993374551
Phenylalanine, tyrosine and tryptophan biosynthesis	0.00045335827685494	0.000539497828559879	0.00048769608694852	0.000332259372989717	0.000333401084383056	0.00047828699287472	0.000532680526664771	0.000475596161829703	0.000352696483919674	0.000403845361665036	0.000419164490278984	0.000348561499649016	0.000267721096673988	0.000219157368572664	0.000440188192135806	0.000465591171043366	0.000483589171909807	0.000530464926736217	0.000593522367018969	0.000524224558061219	0.000500045218116466	0.00062277418503311	0.000425663320913057	0.000665117747545851	0.000724120034225376	0.000765414328495755	0.000902712581490698	0.00100260269273383	0.000794459312589917	0.000786116647835951	0.000868602039650868	0.00068767392056361	0.000704552997510857	0.000880902405979568	0.000893598440167199	0.000634736374842687	0.000662800716124434	0.000938499918599897	0.000615477126403359	0.000643958535073641	0.000983256719289049	0.000676801563375031	0.000650923699282053	0.000618801639607639	0.000819667268013966	0.000560004678671937	0.000808397817966926	0.000790785914285745	0.000828991792313808	0.000900250011053787	0.000803568978034558
Chlorocyclohexane and chlorobenzene degradation	2.55539075622287e-06	5.20490453991281e-06	3.09216356897453e-06	1.67761246200646e-06	2.15311464707275e-06	2.50131594168365e-06	2.39618982398138e-06	5.1268569260771e-06	3.19190668399122e-06	2.3964430636456e-06	2.56196287780053e-06	1.59129118494046e-06	2.27817107330245e-06	2.25124045395817e-06	2.53233591469395e-06	2.85487727650056e-06	2.42037314522466e-06	2.93870998952185e-06	2.52345618320371e-06	3.02708897795311e-06	2.31930010998707e-06	3.87224512696199e-06	2.12489311421603e-06	7.94846863837578e-06	2.4194964596029e-06	2.6929535293406e-06	1.04284549544666e-05	1.30122922690396e-05	8.7861890778924e-06	4.27255335205459e-06	2.46330583059029e-06	7.12448056941212e-06	8.55554569662687e-06	6.60395517647488e-06	6.02844387845868e-06	1.39018718141642e-05	2.59053149222012e-06	3.3724722541301e-06	4.35704394192567e-06	3.45373028237268e-06	3.33061785843661e-06	4.34778713355879e-06	1.61284363152704e-05	4.64565499388527e-06	3.56658222176658e-06	4.7690413848621e-06	3.79801687902701e-06	5.23189586067049e-06	3.49750456519497e-06	5.52925493380547e-06	5.56165324434489e-07
Alanine, aspartate and glutamate metabolism	0.000914515609496136	0.0010297482360616	0.00108461968562689	0.000790041091754685	0.000829781959840398	0.00109219276602823	0.00111250123065532	0.000923270535711538	0.000867956069376431	0.000998445955319642	0.000878663824282435	0.00090002803657605	0.000714774611457208	0.000647549844515553	0.000946082673846291	0.00107187631341379	0.00108878825519914	0.00115786209437248	0.00123637773084026	0.00105319282863871	0.00116084573585831	0.0011892018543782	0.000967991111896575	0.00141572045977678	0.00140880872546807	0.00150600040661272	0.00147208208898229	0.00160173166377882	0.00167224133441031	0.0013408489817749	0.0015116910718884	0.00143490828935841	0.0015400401044749	0.00141996426095329	0.00148292302521976	0.00124908868035996	0.00129700009075997	0.00151109889137066	0.00126888756639365	0.00117168207407053	0.0016262442262498	0.00120101478520081	0.00137124814153479	0.0013099078600109	0.00139925309203165	0.00124123122267019	0.00154521816791315	0.00137015335405817	0.00153390208975213	0.00150115979009389	0.00154756694397103
Taurine and hypotaurine metabolism	5.29307863001059e-05	5.68609911481035e-05	7.2232120228953e-05	5.11136840861304e-05	4.84806984548792e-05	6.69242819551351e-05	6.30869308467219e-05	5.66270961339239e-05	5.22045220464072e-05	6.07019369603624e-05	5.1449412261569e-05	5.08896523426032e-05	4.83540296760196e-05	3.78608018676252e-05	6.00810287659091e-05	6.13999828906779e-05	6.0124984886634e-05	6.40806197603579e-05	7.03523758156413e-05	6.62447933743897e-05	7.17697305988083e-05	7.17997701247551e-05	5.81837359940041e-05	0.000101396469635757	0.00010577769844752	0.000105938658054232	0.000135335770857308	0.000125608019489238	9.62346627194404e-05	0.000113861235828047	0.000118903398018264	0.000111917277733866	0.000117391322842616	0.000115325950056935	0.000108938603249607	0.000110807327554642	0.000107826443418366	0.00010936326382238	0.000102866259903394	0.000102650726523145	0.000136593458131222	0.000112592548052544	0.000115475843757449	9.66118050185095e-05	0.000110667947606437	9.4231087976483e-05	0.000114763990455616	0.000110610067773157	0.000109195677913113	0.000134335254465507	9.25037615792676e-05
2-Oxocarboxylic acid metabolism	0.000456036887187252	0.000514583318798803	0.000492812915451964	0.000345657746425092	0.000355400257280148	0.000491272509979057	0.000532731785907989	0.000455448079067937	0.000368415335982478	0.000438505014220699	0.000411534491549773	0.000413284616003039	0.000321532524100516	0.000268658846345246	0.000441829065359317	0.00048522177877422	0.000530575898208509	0.000577329995957088	0.000619522822336843	0.000529429978316373	0.000561205536115963	0.00061493896404709	0.000442790666059115	0.000707135521947109	0.00086608742546327	0.000798449743151751	0.000741018866921777	0.0010082569644604	0.000976480661465763	0.000707071229073191	0.000823541563405189	0.000738609153825715	0.000799628594440319	0.000782882673852395	0.000790028683545588	0.000655313923934034	0.000653535446431559	0.000795290524690776	0.000629518229992631	0.000573921802906391	0.00106724284737116	0.000597193065172991	0.000736147718357189	0.000649348197775413	0.00071928030573338	0.000574300024986619	0.000816857035842013	0.000738274923221076	0.000747099454091039	0.000840498426525426	0.000917095313045046
Tropane, piperidine and pyridine alkaloid biosynthesis	3.13887931707035e-05	3.50812663715683e-05	4.03369538068878e-05	3.04885143942432e-05	2.64124385126639e-05	3.52108484836263e-05	4.05456732227079e-05	2.94003490540143e-05	2.96261374373445e-05	3.33057834050521e-05	2.91163999136036e-05	2.9150886018081e-05	2.30372142933108e-05	1.99070333065218e-05	3.04188626874286e-05	3.62696286779254e-05	3.78672365467331e-05	3.46798244942598e-05	4.15824839249515e-05	3.62227827570715e-05	3.10270264904928e-05	4.14430354966164e-05	3.43344184939308e-05	6.45816212120936e-05	5.3069367159718e-05	5.09294236358295e-05	6.68916171076232e-05	7.10034361879699e-05	5.33925288259954e-05	5.28986950996117e-05	5.97723114200276e-05	5.58653310095134e-05	6.1178351112273e-05	5.08462920314684e-05	5.32476483261271e-05	6.77684481165152e-05	4.59608156135233e-05	5.68859061789484e-05	4.59169390530843e-05	4.85160414064271e-05	6.01554517036482e-05	6.03437346573777e-05	7.16488740869245e-05	4.44581771922352e-05	5.69109983727997e-05	4.73884230554679e-05	5.55519811951404e-05	4.9322008872623e-05	5.77174138210418e-05	5.30160349823446e-05	6.02599429380127e-05
Salmonella infection	1.98648266121822e-05	1.48120468325842e-05	1.63341376991226e-05	1.44424568458896e-05	1.45856031296909e-05	1.49340593903952e-05	2.00441224232546e-05	1.74338690229998e-05	1.40241418366964e-05	1.79867280821156e-05	1.55413466444472e-05	3.23454670978905e-05	2.19734210286341e-05	1.77165067983308e-05	3.39242012956779e-05	2.0380170974678e-05	2.3867663974163e-05	5.84847287215502e-05	2.18332642382406e-05	1.97272976334707e-05	3.10406719142967e-05	3.4519531576335e-05	2.35590822980658e-05	5.46809207470312e-05	2.37546678610803e-05	2.82062388244182e-05	9.36886512732587e-05	0.000236499200470688	3.16066551607161e-05	2.82278739579267e-05	2.32684293763135e-05	4.52167272949642e-05	4.67281991495941e-05	5.04625346750458e-05	3.81256744578268e-05	0.000127099375959082	2.82223766199911e-05	6.04395652359356e-05	2.35726421155844e-05	2.24627612412734e-05	7.47231317924187e-05	5.77576588019609e-05	0.000182034391163422	4.20041668929419e-05	2.19749648867533e-05	2.21434699189007e-05	5.40361286029738e-05	3.18698397243367e-05	3.0438987363253e-05	2.68254859727593e-05	5.69957655738496e-05
Flagellar assembly	0.000381305506561122	0.000267625031996256	0.000199914162309924	0.000162590045199739	0.000290379149929534	0.000290580338226421	0.000406791517797529	0.000366481844032963	0.000269660593357865	0.000307038668021518	0.000299774236886641	0.000790421447940444	0.000450446924096137	0.000159466456107976	0.000631955262990478	0.000343862064089898	0.000258130870304741	0.000442510414182132	0.000279662749300822	0.00041488170241275	0.000418055360235944	0.000385469240166381	0.000442191439047301	0.000425968931515406	0.00058120845841067	0.000557613004734192	0.000760290637891232	0.00229920093464022	0.000403984430728636	0.000555889216761885	0.000590211784106525	0.000792735879667875	0.000670090059068881	0.0010677230725704	0.000952580839013834	0.00120038169260441	0.000714571140109526	0.00137048175158611	0.000655530641768365	0.000691371761746429	0.00083971050034212	0.000780358612486274	0.000900296256783931	0.000845425908091957	0.000599820009742015	0.000481674588177762	0.0013396819103743	0.000846331841982318	0.000852882155246175	0.000694912731315422	0.00157852012928706
Nitrotoluene degradation	1.83719315311004e-05	3.13581672242855e-05	4.28281451771709e-05	3.09049701991861e-05	2.36337493712379e-05	4.61657913460287e-05	3.49311821173842e-05	3.03158797695573e-05	2.25068341689951e-05	3.11141008040705e-05	2.53480174578087e-05	2.91858976226927e-05	2.95300742202075e-05	2.846949504325e-05	4.02490118606609e-05	4.75794935496608e-05	5.4504934154057e-05	5.29005761068945e-05	6.78696895852162e-05	4.66172219935636e-05	4.25661961341139e-05	5.5658628213328e-05	3.63233498626385e-05	9.24248308752746e-05	6.51492826386161e-05	5.44707557732206e-05	6.91681858997035e-05	0.000135420965470906	4.51317431693839e-05	5.16364041105963e-05	5.04582454106398e-05	4.47975307020074e-05	7.61594924246598e-05	4.66890276320684e-05	4.206106610187e-05	0.000106981518911819	4.05678828677217e-05	3.84253131029329e-05	5.21316820579368e-05	3.32007971575549e-05	0.000169623770229218	4.80957660352836e-05	0.000108194513912695	4.07895456430077e-05	3.19487779127298e-05	4.08803198379076e-05	4.83949949815089e-05	4.03492643716364e-05	4.41844180750523e-05	5.17359189359341e-05	4.55202114544728e-05
